date,price
10-21-2013,399
11-15-2013,399
11-24-2013,399
12-01-2013,399
12-07-2013,399
12-14-2013,399
12-25-2013,399
01-01-2014,399
01-07-2014,399
01-14-2014,399
01-30-2014,399
02-07-2014,399
02-14-2014,399
02-20-2014,399
02-28-2014,399
03-07-2014,399
03-14-2014,399
03-22-2014,399
04-01-2014,399
04-08-2014,399
04-15-2014,399
04-23-2014,399
05-01-2014,399
05-07-2014,399
05-14-2014,399
05-25-2014,399
